https://schema.org/name,https://code4fukui.github.io/rdf/#rows,https://code4fukui.github.io/rdf/#consonant,https://code4fukui.github.io/rdf/#hiragana,https://code4fukui.github.io/rdf/#type_of_trash,https://code4fukui.github.io/rdf/#day,https://schema.org/Comment,https://code4fukui.github.io/rdf/#echizen_city_area
マインドタウン,ま,ま,まいんどたうん,かん、びん、ペット、有害、スプレーかん,第１，３火,,南中山
真柄町,ま,ま,まから,可燃ごみ,毎週火・金,,北新庄
真柄町,ま,ま,まから,プラ容器,月,,北新庄
真柄町,ま,ま,まから,不燃ごみ,第２，４月,,北新庄
真柄町,ま,ま,まから,かん、びん、ペット、有害、スプレーかん,第１，３月,,北新庄
牧町,ま,ま,まき,可燃ごみ,毎週火・金,,白山
牧町,ま,ま,まき,プラ容器,月,,白山
牧町,ま,ま,まき,不燃ごみ,第２，４月,,白山
牧町,ま,ま,まき,かん、びん、ペット、有害、スプレーかん,第２，４月,,白山
松森町（JR東側）,ま,ま,まつもり,可燃ごみ,毎週月・木,,南
松森町（JR東側）,ま,ま,まつもり,プラ容器,水,,南
松森町（JR東側）,ま,ま,まつもり,不燃ごみ,第２，４水,,南
松森町（JR東側）,ま,ま,まつもり,かん、びん、ペット、有害、スプレーかん,第２，４火,,南
松森町（JR西側）,ま,ま,まつもり,可燃ごみ,毎週火・金,,南
松森町（JR西側）,ま,ま,まつもり,プラ容器,水,,南
松森町（JR西側）,ま,ま,まつもり,不燃ごみ,第２，４水,,南
松森町（JR西側）,ま,ま,まつもり,かん、びん、ペット、有害、スプレーかん,第２，４火,,南
丸岡町,ま,ま,まるか,可燃ごみ,毎週火・金,,白山
丸岡町,ま,ま,まるか,プラ容器,月,,白山
丸岡町,ま,ま,まるか,不燃ごみ,第２，４月,,白山
丸岡町,ま,ま,まるか,かん、びん、ペット、有害、スプレーかん,第２，４金,,白山
水間町,ま,み,みずま,可燃ごみ,毎週月・木,,服間
水間町,ま,み,みずま,プラ容器,水,,服間
水間町,ま,み,みずま,不燃ごみ,第２，４月,,服間
水間町,ま,み,みずま,かん、びん、ペット、有害、スプレーかん,第１，３月,,服間
三ツ口町,ま,み,みつくち,可燃ごみ,毎週火・金,,南
三ツ口町,ま,み,みつくち,プラ容器,木,,南
三ツ口町,ま,み,みつくち,不燃ごみ,第２，４木,,南
三ツ口町,ま,み,みつくち,かん、びん、ペット、有害、スプレーかん,第１，３火,,南
三ツ俣町,ま,み,みつまた,可燃ごみ,毎週月・木,,大虫
三ツ俣町,ま,み,みつまた,プラ容器,水,,大虫
三ツ俣町,ま,み,みつまた,不燃ごみ,第２，４水,,大虫
三ツ俣町,ま,み,みつまた,かん、びん、ペット、有害、スプレーかん,第２，４木,,大虫
三ツ屋町,ま,み,みつや,可燃ごみ,毎週火・金,,北新庄
三ツ屋町,ま,み,みつや,プラ容器,月,,北新庄
三ツ屋町,ま,み,みつや,不燃ごみ,第２，４月,,北新庄
三ツ屋町,ま,み,みつや,かん、びん、ペット、有害、スプレーかん,第１，３月,,北新庄
みどりの村,ま,み,みどりのむら,可燃ごみ,毎週月・木,,白山
みどりの村,ま,み,みどりのむら,プラ容器,木,,白山
みどりの村,ま,み,みどりのむら,不燃ごみ,第２，４木,,白山
みどりの村,ま,み,みどりのむら,かん、びん、ペット、有害、スプレーかん,第１，３火,,白山
南一丁目,ま,み,みなみ１,可燃ごみ,毎週火・金,,南
南一丁目,ま,み,みなみ１,プラ容器,木,,南
南一丁目,ま,み,みなみ１,不燃ごみ,第２，４木,,南
南一丁目,ま,み,みなみ１,かん、びん、ペット、有害、スプレーかん,第２，４金,,南
南二丁目,ま,み,みなみ２,可燃ごみ,毎週火・金,,南
南二丁目,ま,み,みなみ２,プラ容器,木,,南
南二丁目,ま,み,みなみ２,不燃ごみ,第２，４木,,南
南二丁目,ま,み,みなみ２,かん、びん、ペット、有害、スプレーかん,第２，４金,,南
南三丁目,ま,み,みなみ３,可燃ごみ,毎週火・金,,南
南三丁目,ま,み,みなみ３,プラ容器,木,,南
南三丁目,ま,み,みなみ３,不燃ごみ,第２，４木,,南
南三丁目,ま,み,みなみ３,かん、びん、ペット、有害、スプレーかん,第２，４金,,南
南小山町,ま,み,みなみおやま,可燃ごみ,毎週月・木,,味真野
南小山町,ま,み,みなみおやま,プラ容器,木,,味真野
南小山町,ま,み,みなみおやま,不燃ごみ,第２，４木,,味真野
南小山町,ま,み,みなみおやま,かん、びん、ペット、有害、スプレーかん,第１，３火,,味真野
南坂下町,ま,み,みなみさかした,可燃ごみ,毎週火・金,,岡本
南坂下町,ま,み,みなみさかした,プラ容器,水,,岡本
南坂下町,ま,み,みなみさかした,不燃ごみ,第２，４木,,岡本
南坂下町,ま,み,みなみさかした,かん、びん、ペット、有害、スプレーかん,第１，３木,,岡本
南中町,ま,み,みなみなか,可燃ごみ,毎週月・木,,服間
南中町,ま,み,みなみなか,プラ容器,水,,服間
南中町,ま,み,みなみなか,不燃ごみ,第２，４月,,服間
南中町,ま,み,みなみなか,かん、びん、ペット、有害、スプレーかん,第１，３月,,服間
蓑脇町,ま,み,みのわき,可燃ごみ,毎週月・木,,味真野
蓑脇町,ま,み,みのわき,プラ容器,木,,味真野
蓑脇町,ま,み,みのわき,不燃ごみ,第２，４木,,味真野
蓑脇町,ま,み,みのわき,かん、びん、ペット、有害、スプレーかん,第１，３火,,味真野
宮谷町,ま,み,みやだに,可燃ごみ,毎週月・木,缶・ペット収集なし,味真野
宮谷町,ま,み,みやだに,プラ容器,水,缶・ペット収集なし,味真野
宮谷町,ま,み,みやだに,不燃ごみ,第２，４水,缶・ペット収集なし,味真野
宮谷町,ま,み,みやだに,かん、びん、ペット、有害、スプレーかん,第１，３水,缶・ペット収集なし,味真野
御幸町,ま,み,みゆき,可燃ごみ,毎週火・金,,南
御幸町,ま,み,みゆき,プラ容器,水,,南
御幸町,ま,み,みゆき,不燃ごみ,第２，４水,,南
御幸町,ま,み,みゆき,かん、びん、ペット、有害、スプレーかん,第１，３火,,南
妙法寺町,ま,み,みょうほうじ,可燃ごみ,毎週火・金,,南
妙法寺町,ま,み,みょうほうじ,プラ容器,月,,南
妙法寺町,ま,み,みょうほうじ,不燃ごみ,第２，４月,,南
妙法寺町,ま,み,みょうほうじ,かん、びん、ペット、有害、スプレーかん,第１，３木,,南
向新保町,ま,む,むかいしんぼ,可燃ごみ,毎週火・金,,北日野
向新保町,ま,む,むかいしんぼ,プラ容器,月,,北日野
向新保町,ま,む,むかいしんぼ,不燃ごみ,第２，４月,,北日野
向新保町,ま,む,むかいしんぼ,かん、びん、ペット、有害、スプレーかん,第１，３月,,北日野
向ヶ丘町,ま,む,むこうがおか,可燃ごみ,毎週月・木,,王子保
向ヶ丘町,ま,む,むこうがおか,プラ容器,水,,王子保
向ヶ丘町,ま,む,むこうがおか,不燃ごみ,第２，４水,,王子保
向ヶ丘町,ま,む,むこうがおか,かん、びん、ペット、有害、スプレーかん,第１，３木,,王子保
村国一丁目,ま,む,むらくに１,可燃ごみ,毎週火・金,,国高
村国一丁目,ま,む,むらくに１,プラ容器,水,,国高
村国一丁目,ま,む,むらくに１,不燃ごみ,第２，４水,,国高
村国一丁目,ま,む,むらくに１,かん、びん、ペット、有害、スプレーかん,第１，３木,,国高
村国二丁目,ま,む,むらくに２,可燃ごみ,毎週火・金,,国高
村国二丁目,ま,む,むらくに２,プラ容器,水,,国高
村国二丁目,ま,む,むらくに２,不燃ごみ,第２，４水,,国高
村国二丁目,ま,む,むらくに２,かん、びん、ペット、有害、スプレーかん,第１，３木,,国高
村国三丁目,ま,む,むらくに３,可燃ごみ,毎週火・金,,国高
村国三丁目,ま,む,むらくに３,プラ容器,水,,国高
村国三丁目,ま,む,むらくに３,不燃ごみ,第２，４水,,国高
村国三丁目,ま,む,むらくに３,かん、びん、ペット、有害、スプレーかん,第１，３水,,国高
村国四丁目,ま,む,むらくに４,可燃ごみ,毎週火・金,,国高
村国四丁目,ま,む,むらくに４,プラ容器,水,,国高
村国四丁目,ま,む,むらくに４,不燃ごみ,第２，４水,,国高
村国四丁目,ま,む,むらくに４,かん、びん、ペット、有害、スプレーかん,第１，３水,,国高
室谷町,ま,む,むろたに,可燃ごみ,毎週月・木,,服間
室谷町,ま,む,むろたに,プラ容器,水,,服間
室谷町,ま,む,むろたに,不燃ごみ,第２，４月,,服間
室谷町,ま,む,むろたに,かん、びん、ペット、有害、スプレーかん,第１，３月,,服間
元町,ま,も,もとまち,可燃ごみ,毎週火・金,,西
元町,ま,も,もとまち,プラ容器,水,,西
元町,ま,も,もとまち,不燃ごみ,第２，４水,,西
元町,ま,も,もとまち,かん、びん、ペット、有害、スプレーかん,第２，４木,,西
森久町,ま,も,もりひさ,可燃ごみ,毎週月・木,,王子保
森久町,ま,も,もりひさ,プラ容器,木,,王子保
森久町,ま,も,もりひさ,不燃ごみ,第２，４木,,王子保
森久町,ま,も,もりひさ,かん、びん、ペット、有害、スプレーかん,第１，３金,,王子保
安戸町,や,や,やすど,可燃ごみ,毎週火・金,,白山
安戸町,や,や,やすど,プラ容器,月,,白山
安戸町,や,や,やすど,不燃ごみ,第２，４月,,白山
安戸町,や,や,やすど,かん、びん、ペット、有害、スプレーかん,第２，４月,,白山
柳元町,や,や,やなぎもとまち,可燃ごみ,毎週月・木,,服間
柳元町,や,や,やなぎもとまち,プラ容器,水,,服間
柳元町,や,や,やなぎもとまち,不燃ごみ,第２，４月,,服間
柳元町,や,や,やなぎもとまち,かん、びん、ペット、有害、スプレーかん,第１，３月,,服間
矢放町,や,や,やはなし,可燃ごみ,毎週火・金,,北日野
矢放町,や,や,やはなし,プラ容器,月,,北日野
矢放町,や,や,やはなし,不燃ごみ,第２，４月,,北日野
矢放町,や,や,やはなし,かん、びん、ペット、有害、スプレーかん,第１，３月,,北日野
矢船町,や,や,やふね,可燃ごみ,毎週火・金,,北日野
矢船町,や,や,やふね,プラ容器,月,,北日野
矢船町,や,や,やふね,不燃ごみ,第２，４月,,北日野
矢船町,や,や,やふね,かん、びん、ペット、有害、スプレーかん,第１，３月,,北日野
山室町,や,や,やまむろ,可燃ごみ,毎週火・金,,南中山
山室町,や,や,やまむろ,プラ容器,水,,南中山
山室町,や,や,やまむろ,不燃ごみ,第２，４火,,南中山
山室町,や,や,やまむろ,かん、びん、ペット、有害、スプレーかん,第１，３火,,南中山
行松町（JR東側）,や,ゆ,ゆきまつ,可燃ごみ,毎週月・木,,南
行松町（JR東側）,や,ゆ,ゆきまつ,プラ容器,水,,南
行松町（JR東側）,や,ゆ,ゆきまつ,不燃ごみ,第２，４水,,南
行松町（JR東側）,や,ゆ,ゆきまつ,かん、びん、ペット、有害、スプレーかん,第２，４火,,南
行松町（JR西側）,や,ゆ,ゆきまつ,可燃ごみ,毎週火・金,,南
行松町（JR西側）,や,ゆ,ゆきまつ,プラ容器,水,,南
行松町（JR西側）,や,ゆ,ゆきまつ,不燃ごみ,第２，４水,,南
行松町（JR西側）,や,ゆ,ゆきまつ,かん、びん、ペット、有害、スプレーかん,第２，４火,,南
豊町,や,ゆ,ゆたか,可燃ごみ,毎週火・金,,南
豊町,や,ゆ,ゆたか,プラ容器,木,,南
豊町,や,ゆ,ゆたか,不燃ごみ,第２，４木,,南
豊町,や,ゆ,ゆたか,かん、びん、ペット、有害、スプレーかん,第２，４金,,南
湯谷町,や,ゆ,ゆや,可燃ごみ,毎週火・金,,坂口
湯谷町,や,ゆ,ゆや,プラ容器,木,,坂口
湯谷町,や,ゆ,ゆや,不燃ごみ,第２，４木,,坂口
湯谷町,や,ゆ,ゆや,かん、びん、ペット、有害、スプレーかん,第２，４金,,坂口
余川町,や,よ,よかわ,可燃ごみ,毎週月・木,,味真野
余川町,や,よ,よかわ,プラ容器,木,,味真野
余川町,や,よ,よかわ,不燃ごみ,第２，４木,,味真野
余川町,や,よ,よかわ,かん、びん、ペット、有害、スプレーかん,第１，３火,,味真野
横市町,や,よ,よこいち,可燃ごみ,毎週火・金,,国高
横市町,や,よ,よこいち,プラ容器,水,,国高
横市町,や,よ,よこいち,不燃ごみ,第２，４水,,国高
横市町,や,よ,よこいち,かん、びん、ペット、有害、スプレーかん,第１，３木,,国高
横住町,や,よ,よこずみ,可燃ごみ,毎週月・木,,服間
横住町,や,よ,よこずみ,プラ容器,水,,服間
横住町,や,よ,よこずみ,不燃ごみ,第２，４月,,服間
横住町,や,よ,よこずみ,かん、びん、ペット、有害、スプレーかん,第１，３月,,服間
横根町,や,よ,よこね,可燃ごみ,毎週月・木,,大虫
横根町,や,よ,よこね,プラ容器,水,,大虫
横根町,や,よ,よこね,不燃ごみ,第２，４水,,大虫
横根町,や,よ,よこね,かん、びん、ペット、有害、スプレーかん,第２，４木,,大虫
吉村町,や,よ,よしむら,可燃ごみ,毎週月・木,,味真野
吉村町,や,よ,よしむら,プラ容器,水,,味真野
吉村町,や,よ,よしむら,不燃ごみ,第２，４水,,味真野
吉村町,や,よ,よしむら,かん、びん、ペット、有害、スプレーかん,第１，３水,,味真野
領家町,ら,り,りょうけ,可燃ごみ,毎週月・木,,服間
領家町,ら,り,りょうけ,プラ容器,水,,服間
領家町,ら,り,りょうけ,不燃ごみ,第２，４月,,服間
領家町,ら,り,りょうけ,かん、びん、ペット、有害、スプレーかん,第１，３月,,服間
若竹町,わ,わ,わかたけ,可燃ごみ,毎週火・金,,南
若竹町,わ,わ,わかたけ,プラ容器,木,,南
若竹町,わ,わ,わかたけ,不燃ごみ,第２，４木,,南
若竹町,わ,わ,わかたけ,かん、びん、ペット、有害、スプレーかん,第２，４金,,南
若松町,わ,わ,わかまつ,可燃ごみ,毎週火・金,,西
若松町,わ,わ,わかまつ,プラ容器,水,,西
若松町,わ,わ,わかまつ,不燃ごみ,第２，４水,,西
若松町,わ,わ,わかまつ,かん、びん、ペット、有害、スプレーかん,第２，４木,,西
若宮町,わ,わ,わかみや,可燃ごみ,毎週月・木,,味真野
若宮町,わ,わ,わかみや,プラ容器,水,,味真野
若宮町,わ,わ,わかみや,不燃ごみ,第２，４水,,味真野
若宮町,わ,わ,わかみや,かん、びん、ペット、有害、スプレーかん,第１，３水,,味真野
